Sat1.Earth.RadPer         Sat1.Earth.RadApo         Sat1.Earth.Energy         Sat1.Earth.OrbitPeriod    Sat1.Earth.HMAG           Sat1.EarthMJ2000Eq.HX     Sat1.EarthMJ2000Eq.HY     Sat1.EarthMJ2000Eq.HZ     Sat1.EarthMJ2000Eq.X      Sat1.EarthMJ2000Eq.Y      Sat1.EarthMJ2000Eq.Z      Sat1.EarthMJ2000Eq.VX     Sat1.EarthMJ2000Eq.VY     Sat1.EarthMJ2000Eq.VZ     
28000.00000004281         52000.00000003875         -4.982505518744921        79616.11243401215         120453.5432049145         -1.091393642127514e-11    -92272.76742611651        77426.04511496122         24361.01480717084         10221.48940501895         12181.496720095           -1.808822068052081        2.419324070746586         2.883238152961895         
28000.00000004362         52000.00000003805         -4.982505518744913        79616.11243401232         120453.5432049154         -1.455191522836685e-11    -92272.76742611718        77426.04511496177         22793.62814462373         12100.07563750657         14420.30861166015         -2.10720249036397         2.278212808796033         2.715068299576821         
28000.00000004465         52000.00000003632         -4.982505518744958        79616.11243401124         120453.5432049161         -7.275957614183426e-12    -92272.76742611776        77426.04511496224         20953.05582987349         13903.05857179779         16569.02000098776         -2.376793246789789        2.118132541245577         2.524292065620123         
28000.0000000458          52000.0000000338          -4.982505518745043        79616.11243400921         120453.5432049167         -2.182787284255028e-11    -92272.7674261182         77426.04511496263         18845.21653183988         15615.91718882697         18610.32541143824         -2.61470940204537         1.941869946569516         2.314230485174948         
28000.000000047           52000.0000000308          -4.982505518745155        79616.11243400651         120453.5432049171         -3.637978807091713e-11    -92272.76742611855        77426.04511496291         16478.76227966309         17223.27408150529         20525.8987628687          -2.818757983192383        1.752425534813883         2.088459426868276         
28000.00000004815         52000.00000002766         -4.982505518745279        79616.11243400356         120453.5432049175         -3.637978807091713e-11    -92272.76742611882        77426.04511496314         13864.89967947183         18709.60668507949         22297.24098296816         -2.987536246635298        1.552872179441422         1.850640998688916         
28000.0000000492          52000.0000000247          -4.982505518745398        79616.11243400069         120453.5432049177         -4.001776687800884e-11    -92272.76742611903        77426.0451149633          11017.09670644618         20059.65024745138         23906.16024858355         -3.120422230473759        1.346222779238162         1.604365833589242         
28000.00000005011         52000.00000002212         -4.982505518745501        79616.11243399822         120453.543204918          -4.001776687800884e-11    -92272.7674261192         77426.04511496345         7950.482173359668         21258.69002371186         25335.12020960534         -3.217500108123999        1.135303176370965         1.353001639123716         
28000.00000005088         52000.00000002006         -4.982505518745582        79616.11243399627         120453.5432049182         -4.001776687800884e-11    -92272.76742611936        77426.04511496358         4681.677481719341         22292.47008968443         26567.13131718043         -3.279417645209242        0.9226875119912799        1.099616157257421         
28000.00000005147         52000.00000001853         -4.98250551874564         79616.11243399489         120453.5432049184         -3.637978807091713e-11    -92272.76742611954        77426.04511496372         1228.83769044165          23147.03125006089         27585.55765015055         -3.307238222479539        0.7106704446216461        0.846944055528371         
28000.00000005192         52000.00000001751         -4.982505518745676        79616.11243399401         120453.5432049186         -3.092281986027956e-11    -92272.76742611971        77426.04511496388         -2387.883051661608        23808.51430467599         28373.88245692829         -3.302307863497877        0.5012803666144367        0.597402677809697         
28000.00000005227         52000.00000001698         -4.982505518745687        79616.11243399377         120453.5432049189         -3.092281986027956e-11    -92272.7674261199         77426.04511496404         -6145.664340788275        24263.09391193179         28915.62933699545         -3.266156448026359        0.2963089771231314        0.3531272880044066        
28000.00000005252         52000.00000001687         -4.982505518745679        79616.11243399396         120453.5432049192         -3.274180926382542e-11    -92272.76742612015        77426.04511496423         -10018.13716580971        24497.0879950332          29194.49262617735         -3.200434677638933        0.09735191177466737       0.1160194906033732        
28000.00000005271         52000.00000001707         -4.982505518745654        79616.11243399454         120453.5432049196         -3.228706191293895e-11    -92272.76742612041        77426.04511496447         -13975.08830301399        24497.29371196418         29194.73779006889         -3.106867453347097        -0.09418191553713545      -0.1122416361987871       
28000.00000005288         52000.00000001756         -4.982505518745612        79616.11243399554         120453.54320492           -3.001332515850663e-11    -92272.76742612073        77426.04511496474         -17981.48418757916        24251.43080415446         28901.729786401           -2.987235766541095        -0.2770240529109911       -0.3301444102916838       
28000.00000005302         52000.00000001825         -4.982505518745562        79616.11243399675         120453.5432049205         -3.274180926382542e-11    -92272.76742612111        77426.04511496506         -21997.27362351731        23748.80244894608         28302.72063834169         -2.843362421090526        -0.4500372571237846       -0.5363335179785164       
28000.00000005316         52000.00000001905         -4.982505518745503        79616.11243399818         120453.543204921          -3.637978807091713e-11    -92272.7674261215         77426.04511496538         -25977.34677825248        22981.04360171071         27387.74127390294         -2.677102234396358        -0.6122042437905726       -0.7295966069388387       
28000.00000005332         52000.00000001994         -4.982505518745438        79616.11243399973         120453.5432049216         -2.91038304567337e-11     -92272.76742612195        77426.04511496579         -29871.88348340931        21942.91022133191         26150.54208824454         -2.490329971157721        -0.7626220873890411       -0.9088576124375873       
28000.00000005353         52000.00000002082         -4.98250551874537         79616.11243400136         120453.5432049222         -3.637978807091713e-11    -92272.76742612246        77426.0451149662          -33626.854897684          20633.12206630097         24589.59734894907         -2.284937138800897        -0.9004903464328548       -1.073162605457762        
28000.00000005381         52000.00000002173         -4.982505518745295        79616.11243400314         120453.543204923          -3.274180926382542e-11    -92272.76742612303        77426.04511496668         -37185.13477659001        19055.1042558538          22708.988954171           -2.062817974078589        -1.025109463420524        -1.221677885833734        
28000.00000005415         52000.00000002256         -4.982505518745223        79616.1124340049          120453.5432049238         -2.546585164964199e-11    -92272.76742612364        77426.04511496719         -40488.01816536341        17217.5177881764          20519.03867961395         -1.825846068742507        -1.135879453523465        -1.35368841949054         
28000.00000005455         52000.00000002333         -4.98250551874515         79616.11243400665         120453.5432049247         -2.182787284255028e-11    -92272.76742612432        77426.04511496777         -43476.63698932051        15134.76705402132         18036.9130097064          -1.575874776136362        -1.232283616715711        -1.468578427315937        
28000.00000005508         52000.00000002408         -4.98250551874507         79616.11243400855         120453.5432049257         -1.455191522836685e-11    -92272.76742612509        77426.04511496841         -46093.95716250104        12827.08238774365         15286.72151809541         -1.314713370152514        -1.313883904266377        -1.565825863161164        
28000.00000005564         52000.00000002472         -4.982505518744994        79616.11243401036         120453.5432049268         -2.182787284255028e-11    -92272.76742612591        77426.04511496911         -48286.52575662625        10320.53757258357         12299.53772962999         -1.04413118157248         -1.38030328296498         -1.644981396343099        
28000.00000005632         52000.00000002536         -4.982505518744913        79616.11243401232         120453.5432049279         -2.182787284255028e-11    -92272.76742612683        77426.04511496986         -50006.41646927644        7646.638783284631         9112.909241249672         -0.7658467808873802       -1.431214161529746        -1.705654618774786        
28000.00000005705         52000.00000002594         -4.982505518744832        79616.11243401427         120453.5432049292         -2.364686224609613e-11    -92272.76742612776        77426.04511497068         -51212.8333223614         4841.939039778006         5770.398245777587         -0.4815522833325963       -1.466319932777853        -1.747492047780508        
28000.00000005783         52000.00000002653         -4.982505518744747        79616.11243401631         120453.5432049305         -2.137312549166381e-11    -92272.76742612879        77426.04511497157         -51873.73893044915        1947.264435900082         2320.659387214847         -0.1929251096249269       -1.485344424729318        -1.770164554410946        
28000.00000005785         52000.00000002651         -4.982505518744747        79616.11243401631         120453.5432049306         -2.207327276824512e-11    -92272.76742612882        77426.04511497158         -52000.00000002651        3.343871703975765e-05     3.985069633927196e-05     -3.310079904617069e-09    -1.488962406056387        -1.774476296655419        
